TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Time
1972047,744,145,8207,693,10,2020-10-20
61246,24,4,269,16,1,2020-10-21
95953,25,3,55,37,2,2020-10-21
330551,118,25,1602,145,3,2020-10-21
252446,163,19,1931,61,4,2020-10-21
107024,53,4,56,41,5,2020-10-21
194654,99,17,863,89,6,2020-10-21
273376,81,8,22,10,7,2020-10-21
115128,25,7,37,15,8,2020-10-21
562746,225,60,2034,227,9,2020-10-21
1993124,813,147,6869,641,10,2020-10-21
61631,25,5,292,18,1,2020-10-22
96733,27,2,53,38,2,2020-10-22
335649,121,25,1402,145,3,2020-10-22
255451,177,18,1995,55,4,2020-10-22
108705,48,10,61,35,5,2020-10-22
197076,97,18,969,88,6,2020-10-22
277272,87,8,33,11,7,2020-10-22
115952,30,8,34,12,8,2020-10-22
569933,229,67,1961,225,9,2020-10-22
2018402,841,161,6800,627,10,2020-10-22
62054,27,4,280,18,1,2020-10-23
99065,28,2,52,38,2,2020-10-23
341165,133,23,1253,147,3,2020-10-23
258693,190,21,2025,64,4,2020-10-23
110632,63,8,46,37,5,2020-10-23
199831,106,21,887,87,6,2020-10-23
280370,91,8,28,11,7,2020-10-23
117119,31,9,36,8,8,2020-10-23
577497,231,62,1972,218,9,2020-10-23
2046426,900,158,6579,628,10,2020-10-23
62636,27,4,360,16,1,2020-10-24
99791,29,3,51,37,2,2020-10-24
345280,134,24,1238,146,3,2020-10-24
261789,239,24,2664,55,4,2020-10-24
111683,68,11,48,34,5,2020-10-24
202767,134,21,1014,93,6,2020-10-24
283126,99,8,37,11,7,2020-10-24
118567,32,11,32,9,8,2020-10-24
584976,240,69,2114,236,9,2020-10-24
2070615,1002,175,7558,637,10,2020-10-24
64395,27,3,393,14,1,2020-10-25
100058,40,3,40,37,2,2020-10-25
346917,126,28,1452,142,3,2020-10-25
264424,257,25,2967,83,4,2020-10-25
112986,74,11,35,34,5,2020-10-25
204392,144,19,1520,102,6,2020-10-25
284908,99,8,37,11,7,2020-10-25
120047,32,11,32,9,8,2020-10-25
590232,252,66,2307,231,9,2020-10-25
2088359,1051,174,8783,663,10,2020-10-25
64980,27,5,375,16,1,2020-10-26
100391,44,4,56,36,2,2020-10-26
350675,148,27,2379,143,3,2020-10-26
269150,289,27,3034,74,4,2020-10-26
114482,70,13,70,32,5,2020-10-26
206087,152,25,1668,102,6,2020-10-26
286583,107,8,37,11,7,2020-10-26
122408,32,11,32,9,8,2020-10-26
596819,273,68,2393,228,9,2020-10-26
2111575,1142,188,10044,651,10,2020-10-26
65330,26,4,351,14,1,2020-10-27
100854,50,3,50,37,2,2020-10-27
352893,153,30,2648,140,3,2020-10-27
270480,302,30,2845,78,4,2020-10-27
115234,75,13,65,32,5,2020-10-27
207552,177,29,1665,98,6,2020-10-27
288514,99,8,37,11,7,2020-10-27
122623,32,11,32,9,8,2020-10-27
602207,283,75,2417,232,9,2020-10-27
2125687,1197,203,10110,651,10,2020-10-27
65987,27,4,300,12,1,2020-10-28
102081,52,3,68,37,2,2020-10-28
357650,191,37,2425,133,3,2020-10-28
274579,328,33,2279,70,4,2020-10-28
117233,75,11,65,34,5,2020-10-28
211278,194,31,1226,98,6,2020-10-28
291225,134,18,30,7,7,2020-10-28
123739,58,11,374,23,8,2020-10-28
609294,286,76,2450,215,9,2020-10-28
2153066,1345,224,9217,629,10,2020-10-28
66879,30,4,310,15,1,2020-10-29
102939,64,4,56,36,2,2020-10-29
361663,195,42,1707,128,3,2020-10-29
279477,344,35,2229,63,4,2020-10-29
118411,84,12,56,33,5,2020-10-29
214349,214,38,1060,97,6,2020-10-29
294088,140,19,27,5,7,2020-10-29
124496,57,12,375,24,8,2020-10-29
615270,316,82,2202,225,9,2020-10-29
2177572,1444,248,8022,626,10,2020-10-29
68325,29,4,317,16,1,2020-10-30
104065,71,6,49,34,2,2020-10-30
365418,220,46,1445,124,3,2020-10-30
283545,369,31,2314,74,4,2020-10-30
120647,91,13,37,32,5,2020-10-30
218513,233,39,1000,88,6,2020-10-30
296914,140,24,40,5,7,2020-10-30
125120,67,14,365,22,8,2020-10-30
621446,320,86,2095,231,9,2020-10-30
2203993,1540,263,7662,626,10,2020-10-30
69121,28,4,385,17,1,2020-10-31
106547,77,6,43,34,2,2020-10-31
370635,251,43,1531,127,3,2020-10-31
287337,401,36,2883,68,4,2020-10-31
122338,91,15,51,30,5,2020-10-31
222556,246,36,1181,94,6,2020-10-31
300358,140,24,40,5,7,2020-10-31
126685,67,14,365,22,8,2020-10-31
627158,301,87,2199,258,9,2020-10-31
2232735,1602,265,8678,655,10,2020-10-31
69812,26,5,424,13,1,2020-11-01
107350,79,5,41,35,2,2020-11-01
374337,256,43,1732,127,3,2020-11-01
290908,416,47,3180,86,4,2020-11-01
123930,92,17,54,28,5,2020-11-01
224199,252,47,1641,77,6,2020-11-01
302388,141,28,47,5,7,2020-11-01
127997,67,18,365,16,8,2020-11-01
635130,328,81,2402,266,9,2020-11-01
2256051,1657,291,9886,653,10,2020-11-01
70798,25,7,385,18,1,2020-11-02
107718,90,9,30,31,2,2020-11-02
378535,279,44,2562,126,3,2020-11-02
296960,473,57,2996,74,4,2020-11-02
125686,101,17,45,28,5,2020-11-02
226326,264,53,1703,85,6,2020-11-02
304352,141,28,47,5,7,2020-11-02
129296,92,22,358,12,8,2020-11-02
639830,360,99,2255,251,9,2020-11-02
2279501,1825,336,10381,630,10,2020-11-02
72064,32,8,355,15,1,2020-11-03
108928,94,10,56,30,2,2020-11-03
383638,321,51,2662,119,3,2020-11-03
300556,533,60,2523,65,4,2020-11-03
126835,97,20,64,25,5,2020-11-03
230544,299,56,1641,87,6,2020-11-03
306572,190,36,68,5,7,2020-11-03
130441,116,22,316,19,8,2020-11-03
645804,383,103,2170,240,9,2020-11-03
2305382,2065,366,9855,605,10,2020-11-03
73003,38,8,306,17,1,2020-11-04
110212,95,11,70,29,2,2020-11-04
387664,370,50,1986,85,3,2020-11-04
305338,547,61,2420,62,4,2020-11-04
129376,104,21,56,24,5,2020-11-04
234146,362,58,1381,88,6,2020-11-04
311721,198,39,56,5,7,2020-11-04
131379,108,25,324,15,8,2020-11-04
651976,379,110,2060,228,9,2020-11-04
2334815,2201,383,8659,553,10,2020-11-04
74154,45,13,320,17,1,2020-11-05
112135,105,10,60,30,2,2020-11-05
392604,384,59,1722,101,3,2020-11-05
309174,593,71,3113,41,4,2020-11-05
131012,105,22,57,23,5,2020-11-05
237796,393,61,1428,86,6,2020-11-05
315130,213,39,67,8,7,2020-11-05
132566,108,25,324,15,8,2020-11-05
658377,384,107,2060,228,9,2020-11-05
2362948,2330,407,9151,549,10,2020-11-05
75130,47,10,293,16,1,2020-11-06
114365,117,11,48,29,2,2020-11-06
397922,387,61,1613,106,3,2020-11-06
313094,659,79,91,21,4,2020-11-06
132857,117,21,49,24,5,2020-11-06
245277,420,66,1630,77,6,2020-11-06
319681,219,44,84,9,7,2020-11-06
133723,117,28,315,10,8,2020-11-06
663966,421,111,1823,288,9,2020-11-06
2396015,2504,431,5946,580,10,2020-11-06
77182,53,14,45,4,1,2020-11-07
115501,132,11,33,29,2,2020-11-07
404984,411,58,1632,102,3,2020-11-07
318146,670,86,80,14,4,2020-11-07
133519,112,23,83,22,5,2020-11-07
247164,433,59,1475,96,6,2020-11-07
323454,231,44,85,12,7,2020-11-07
134874,116,22,316,19,8,2020-11-07
671001,416,115,1919,217,9,2020-11-07
2425825,2574,432,5668,515,10,2020-11-07
78094,61,14,126,11,1,2020-11-08
116960,133,12,32,28,2,2020-11-08
410315,395,57,1887,106,3,2020-11-08
321745,694,91,56,9,4,2020-11-08
133993,121,25,74,20,5,2020-11-08
250936,401,63,1862,87,6,2020-11-08
328270,215,48,89,10,7,2020-11-08
136641,113,27,319,15,8,2020-11-08
675738,400,122,1919,217,9,2020-11-08
2452692,2533,459,6364,503,10,2020-11-08
78592,72,14,42,5,1,2020-11-09
117805,151,14,39,26,2,2020-11-09
415460,406,58,2671,123,3,2020-11-09
328180,740,98,460,52,4,2020-11-09
134453,141,22,53,23,5,2020-11-09
255472,416,64,1894,101,6,2020-11-09
329704,228,50,81,10,7,2020-11-09
137602,171,29,319,13,8,2020-11-09
681800,430,124,2081,211,9,2020-11-09
2479068,2755,473,7640,564,10,2020-11-09
79207,72,10,34,19,1,2020-11-10
118944,163,14,36,26,2,2020-11-10
420285,464,65,2720,124,3,2020-11-10
331255,803,101,397,49,4,2020-11-10
135597,142,22,52,23,5,2020-11-10
258149,493,71,1619,106,6,2020-11-10
335074,269,56,45,10,7,2020-11-10
138660,177,30,285,18,8,2020-11-10
688437,471,126,1896,205,9,2020-11-10
2505608,3054,495,7084,580,10,2020-11-10
80521,82,11,49,16,1,2020-11-11
120698,205,17,24,23,2,2020-11-11
425309,472,66,2142,118,3,2020-11-11
335807,825,113,375,37,4,2020-11-11
135958,142,22,52,23,5,2020-11-11
262525,504,73,1504,86,6,2020-11-11
340214,288,55,61,11,7,2020-11-11
140562,148,38,284,18,8,2020-11-11
695585,517,141,1844,210,9,2020-11-11
2537179,3183,536,6335,542,10,2020-11-11
81412,91,12,39,15,1,2020-11-12
121848,229,20,28,20,2,2020-11-12
430307,495,69,2037,121,3,2020-11-12
340176,846,112,354,38,4,2020-11-12
145392,139,24,55,21,5,2020-11-12
266456,506,82,1527,86,6,2020-11-12
344088,294,54,78,13,7,2020-11-12
142514,144,38,288,14,8,2020-11-12
703212,521,135,1833,212,9,2020-11-12
2575405,3265,546,6239,540,10,2020-11-12
82282,87,13,80,14,1,2020-11-13
124095,252,22,50,18,2,2020-11-13
435301,489,75,531,107,3,2020-11-13
344824,861,121,339,29,4,2020-11-13
147886,150,22,44,23,5,2020-11-13
270202,521,93,1558,73,6,2020-11-13
348458,300,52,76,12,7,2020-11-13
144065,148,35,284,17,8,2020-11-13
710620,547,134,1832,229,9,2020-11-13
2607733,3355,567,4794,522,10,2020-11-13
83179,87,12,85,15,1,2020-11-14
125352,257,22,53,38,2,2020-11-14
442303,530,79,490,103,3,2020-11-14
348465,847,117,353,33,4,2020-11-14
147886,150,22,44,23,5,2020-11-14
275555,564,103,1560,69,6,2020-11-14
351697,292,51,89,17,7,2020-11-14
148496,148,35,284,17,8,2020-11-14
717867,550,140,1964,250,9,2020-11-14
2640800,3425,581,4922,565,10,2020-11-14
84015,89,13,109,14,1,2020-11-15
126865,269,24,43,36,2,2020-11-15
448050,557,76,463,109,3,2020-11-15
349722,866,121,334,29,4,2020-11-15
149949,167,25,61,20,5,2020-11-15
278463,656,96,1832,88,6,2020-11-15
356329,281,58,107,10,7,2020-11-15
148496,148,35,284,17,8,2020-11-15
725991,546,151,2106,244,9,2020-11-15
2667880,3579,599,5339,567,10,2020-11-15
85289,92,17,89,10,1,2020-11-16
127387,293,25,38,35,2,2020-11-16
454645,582,79,438,118,3,2020-11-16
353046,946,121,154,29,4,2020-11-16
152266,170,23,61,22,5,2020-11-16
281765,578,101,1944,86,6,2020-11-16
359307,295,62,91,8,7,2020-11-16
149800,148,35,284,17,8,2020-11-16
730607,581,149,2302,248,9,2020-11-16
2694112,3685,612,5401,573,10,2020-11-16
85932,95,16,87,11,1,2020-11-17
128837,333,34,38,26,2,2020-11-17
460113,591,87,429,348,3,2020-11-17
357319,965,129,235,21,4,2020-11-17
154588,179,23,52,22,5,2020-11-17
284909,618,105,1687,79,6,2020-11-17
362739,338,70,82,5,7,2020-11-17
150659,153,39,279,16,8,2020-11-17
738066,595,155,2076,241,9,2020-11-17
2723162,3867,658,4965,769,10,2020-11-17
86499,93,18,80,12,1,2020-11-18
130851,334,31,61,29,2,2020-11-18
465473,593,97,427,117,3,2020-11-18
360961,982,133,218,17,4,2020-11-18
157464,181,27,50,18,5,2020-11-18
289525,631,110,268,45,6,2020-11-18
367379,338,68,77,7,7,2020-11-18
152455,159,41,273,16,8,2020-11-18
745683,599,157,2074,247,9,2020-11-18
2756290,3910,682,3528,508,10,2020-11-18
87404,89,18,89,15,1,2020-11-19
131987,340,27,65,33,2,2020-11-19
470538,604,97,416,103,3,2020-11-19
364648,963,138,237,12,4,2020-11-19
160081,194,24,49,21,5,2020-11-19
293516,640,109,363,42,6,2020-11-19
371845,341,67,108,9,7,2020-11-19
153710,179,44,253,15,8,2020-11-19
753877,581,159,1768,238,9,2020-11-19
2787606,3931,683,3348,488,10,2020-11-19
88034,92,19,84,14,1,2020-11-20
133357,332,30,55,30,2,2020-11-20
477539,614,102,406,99,3,2020-11-20
368459,963,136,238,14,4,2020-11-20
162493,196,24,47,21,5,2020-11-20
296979,641,113,361,40,6,2020-11-20
376136,340,67,89,9,7,2020-11-20
155666,172,40,260,24,8,2020-11-20
762133,592,156,1780,233,9,2020-11-20
2820796,3942,687,3320,484,10,2020-11-20
88927,97,19,84,12,1,2020-11-21
134378,320,40,72,20,2,2020-11-21
483222,606,100,414,94,3,2020-11-21
372597,889,131,311,19,4,2020-11-21
164235,196,24,47,21,5,2020-11-21
301193,653,112,346,43,6,2020-11-21
379266,376,69,59,5,7,2020-11-21
157560,172,40,281,24,8,2020-11-21
770226,591,162,1918,266,9,2020-11-21
2851604,3900,697,3532,504,10,2020-11-21
89468,85,18,93,13,1,2020-11-22
137200,330,35,75,25,2,2020-11-22
488298,593,102,427,92,3,2020-11-22
379005,889,132,311,18,4,2020-11-22
166558,196,24,47,21,5,2020-11-22
303414,603,116,394,39,6,2020-11-22
382560,360,66,85,13,7,2020-11-22
159852,151,39,278,25,8,2020-11-22
775080,568,151,2074,266,9,2020-11-22
2881435,3775,683,3784,512,10,2020-11-22
90392,90,14,82,17,1,2020-11-23
138037,355,34,51,26,2,2020-11-23
494001,589,105,431,97,3,2020-11-23
381029,922,139,278,11,4,2020-11-23
167082,196,24,47,21,5,2020-11-23
304528,619,121,378,34,6,2020-11-23
384230,368,64,76,15,7,2020-11-23
161538,154,39,276,23,8,2020-11-23
781020,570,145,2089,263,9,2020-11-23
2901857,3863,685,3708,507,10,2020-11-23
91987,99,16,87,16,1,2020-11-24
139758,377,35,64,25,2,2020-11-24
498181,601,108,419,100,3,2020-11-24
383582,917,148,283,9,4,2020-11-24
169616,196,24,47,21,5,2020-11-24
308258,632,121,367,34,6,2020-11-24
388066,385,67,80,13,7,2020-11-24
162602,187,40,285,24,8,2020-11-24
787877,591,145,1930,261,9,2020-11-24
2929927,3985,704,3562,503,10,2020-11-24
92798,101,20,88,11,1,2020-11-25
141010,379,37,65,23,2,2020-11-25
503189,562,115,458,85,3,2020-11-25
386723,895,148,305,9,4,2020-11-25
171843,196,24,47,21,5,2020-11-25
311911,649,117,348,38,6,2020-11-25
391622,362,70,121,13,7,2020-11-25
164051,138,36,294,28,8,2020-11-25
797349,585,142,1926,258,9,2020-11-25
2960496,3867,709,3652,486,10,2020-11-25
93353,100,20,87,11,1,2020-11-26
142139,370,36,74,24,2,2020-11-26
509572,536,112,484,88,3,2020-11-26
390016,873,149,327,9,4,2020-11-26
174968,222,27,96,22,5,2020-11-26
315361,617,114,377,41,6,2020-11-26
394934,350,70,127,12,7,2020-11-26
165778,135,36,297,25,8,2020-11-26
807693,553,141,1752,249,9,2020-11-26
2993814,3756,705,3621,481,10,2020-11-26
94651,91,20,99,11,1,2020-11-27
143881,402,35,42,25,2,2020-11-27
515026,507,111,513,80,3,2020-11-27
392760,873,145,327,30,4,2020-11-27
176579,227,27,38,18,5,2020-11-27
318156,609,122,386,36,6,2020-11-27
397563,319,73,144,10,7,2020-11-27
167724,126,34,306,25,8,2020-11-27
814522,548,136,1811,232,9,2020-11-27
3020862,3702,703,3666,467,10,2020-11-27
95303,81,22,102,9,1,2020-11-28
145222,384,32,68,28,2,2020-11-28
520313,492,106,528,88,3,2020-11-28
407397,843,148,357,38,4,2020-11-28
178471,235,26,33,19,5,2020-11-28
320774,604,121,395,35,6,2020-11-28
400339,307,70,139,10,7,2020-11-28
169858,118,30,314,26,8,2020-11-28
823390,527,133,1890,252,9,2020-11-28
3061067,3591,688,3826,505,10,2020-11-28
95965,76,21,104,10,1,2020-11-29
146807,385,34,59,26,2,2020-11-29
527200,462,103,558,96,3,2020-11-29
408365,866,146,334,40,4,2020-11-29
179864,222,24,74,21,5,2020-11-29
323543,603,127,396,30,6,2020-11-29
402018,307,71,146,11,7,2020-11-29
171826,121,31,311,26,8,2020-11-29
827676,518,134,1951,253,9,2020-11-29
3083264,3560,691,3933,513,10,2020-11-29
96565,84,22,104,9,1,2020-11-30
148739,391,35,58,25,2,2020-11-30
531533,482,105,538,101,3,2020-11-30
410155,884,151,316,35,4,2020-11-30
180756,211,25,85,20,5,2020-11-30
324319,608,123,389,34,6,2020-11-30
403494,316,72,151,11,7,2020-11-30
172613,131,32,301,28,8,2020-11-30
830144,532,136,1919,249,9,2020-11-30
3098318,3639,701,3861,512,10,2020-11-30
96851,87,20,99,11,1,2020-12-01
149763,382,33,67,27,2,2020-12-01
536908,506,99,514,113,3,2020-12-01
412228,852,152,348,34,4,2020-12-01
182045,295,28,1,17,5,2020-12-01
327052,642,124,359,35,6,2020-12-01
405935,333,75,136,10,7,2020-12-01
173500,131,32,309,32,8,2020-12-01
837228,563,128,2024,256,9,2020-12-01
3121510,3791,691,3857,535,10,2020-12-01
97629,84,19,100,7,1,2020-12-02
150775,377,35,75,25,2,2020-12-02
540949,484,101,536,98,3,2020-12-02
416203,786,151,414,35,4,2020-12-02
183930,197,24,71,21,5,2020-12-02
330337,632,110,369,48,6,2020-12-02
408193,328,74,114,10,7,2020-12-02
175570,123,31,311,29,8,2020-12-02
845786,560,129,1853,252,9,2020-12-02
3149372,3571,674,3843,525,10,2020-12-02
98184,81,18,103,8,1,2020-12-03
151875,366,32,86,28,2,2020-12-03
548049,463,98,557,98,3,2020-12-03
418972,751,144,449,42,4,2020-12-03
186147,193,24,75,21,5,2020-12-03
333357,590,112,412,47,6,2020-12-03
411394,296,81,129,5,7,2020-12-03
178067,121,31,315,32,8,2020-12-03
854621,553,128,1830,270,9,2020-12-03
3180666,3414,668,3956,551,10,2020-12-03
98821,78,19,108,12,1,2020-12-04
152813,361,32,91,28,2,2020-12-04
555053,450,95,570,117,3,2020-12-04
421586,736,142,464,44,4,2020-12-04
187810,190,24,78,21,5,2020-12-04
336536,574,104,426,54,6,2020-12-04
413610,295,76,118,10,7,2020-12-04
180246,117,29,318,35,8,2020-12-04
862865,537,121,1789,257,9,2020-12-04
3209340,3338,642,3962,578,10,2020-12-04
100920,75,16,112,13,1,2020-12-05
153560,360,29,92,31,2,2020-12-05
561918,452,94,568,123,3,2020-12-05
413527,687,140,513,46,4,2020-12-05
188630,184,26,84,19,5,2020-12-05
340175,551,117,449,42,6,2020-12-05
416176,279,74,116,8,7,2020-12-05
182391,114,26,324,38,8,2020-12-05
872096,529,124,1916,200,9,2020-12-05
3229393,3231,646,4174,520,10,2020-12-05
101476,77,14,108,17,1,2020-12-06
154231,368,29,84,31,2,2020-12-06
567834,436,91,584,114,3,2020-12-06
415271,715,139,485,47,4,2020-12-06
189162,183,29,85,16,5,2020-12-06
341498,522,102,445,47,6,2020-12-06
417848,261,68,112,14,7,2020-12-06
184325,108,24,327,38,8,2020-12-06
875866,500,136,2003,218,9,2020-12-06
3247511,3170,632,4233,542,10,2020-12-06
101961,68,14,114,16,1,2020-12-07
154760,362,31,90,29,2,2020-12-07
572976,440,84,580,132,3,2020-12-07
416585,753,141,447,45,4,2020-12-07
190151,190,28,78,17,5,2020-12-07
343227,561,102,438,55,6,2020-12-07
419046,268,67,106,14,7,2020-12-07
185295,105,25,325,41,8,2020-12-07
878087,522,124,2007,202,9,2020-12-07
3262088,3269,616,4185,551,10,2020-12-07
102250,65,14,117,15,1,2020-12-08
155727,355,26,97,34,2,2020-12-08
574977,454,86,566,139,3,2020-12-08
419626,724,134,476,52,4,2020-12-08
191011,203,30,63,15,5,2020-12-08
345295,562,101,439,56,6,2020-12-08
421501,282,69,90,14,7,2020-12-08
186042,107,22,332,37,8,2020-12-08
885302,556,127,2011,199,9,2020-12-08
3281731,3308,609,4191,561,10,2020-12-08
102945,62,11,121,16,1,2020-12-09
156314,359,27,93,33,2,2020-12-09
578424,419,92,601,136,3,2020-12-09
421267,737,133,463,53,4,2020-12-09
192302,198,28,70,17,5,2020-12-09
346691,581,99,422,58,6,2020-12-09
422902,256,67,111,15,7,2020-12-09
188252,100,23,337,40,8,2020-12-09
892985,532,130,1939,200,9,2020-12-09
3302082,3244,610,4157,568,10,2020-12-09
103863,69,8,120,16,1,2020-12-10
157266,359,26,93,34,2,2020-12-10
584627,419,87,601,132,3,2020-12-10
423592,674,123,526,34,4,2020-12-10
194038,202,27,66,18,5,2020-12-10
349915,581,95,420,61,6,2020-12-10
424656,260,66,108,15,7,2020-12-10
189180,95,24,331,20,8,2020-12-10
902860,536,129,1836,203,9,2020-12-10
3329997,3195,585,4101,533,10,2020-12-10
104238,69,9,118,15,1,2020-12-11
158016,339,30,113,30,2,2020-12-11
587898,412,82,608,114,3,2020-12-11
425985,636,124,564,33,4,2020-12-11
194856,209,25,59,20,5,2020-12-11
352924,549,94,435,62,6,2020-12-11
427037,233,56,127,19,7,2020-12-11
191404,101,25,333,23,8,2020-12-11
913033,531,127,1733,186,9,2020-12-11
3355391,3079,572,4090,502,10,2020-12-11
104871,58,13,127,10,1,2020-12-12
158716,333,27,119,33,2,2020-12-12
597620,388,83,632,122,3,2020-12-12
428085,620,124,580,33,4,2020-12-12
196277,199,26,69,19,5,2020-12-12
355296,548,94,436,60,6,2020-12-12
429030,239,61,134,12,7,2020-12-12
193227,99,25,344,22,8,2020-12-12
923186,524,138,2020,184,9,2020-12-12
3386308,3008,591,4461,495,10,2020-12-12
105306,54,11,137,13,1,2020-12-13
159242,319,26,133,34,2,2020-12-13
605067,372,82,648,115,3,2020-12-13
429811,641,121,559,36,4,2020-12-13
197104,181,25,87,20,5,2020-12-13
356399,511,93,473,61,6,2020-12-13
430280,213,57,142,14,7,2020-12-13
194759,88,21,344,22,8,2020-12-13
929542,488,141,1982,190,9,2020-12-13
3407510,2867,577,4505,505,10,2020-12-13
105684,55,13,133,11,1,2020-12-14
161056,321,27,131,33,2,2020-12-14
610387,397,87,648,120,3,2020-12-14
431325,644,122,556,35,4,2020-12-14
198229,176,26,92,19,5,2020-12-14
357976,494,95,488,61,6,2020-12-14
431328,217,57,135,15,7,2020-12-14
195759,88,22,343,24,8,2020-12-14
933328,493,145,2083,201,9,2020-12-14
3425072,2885,594,4609,519,10,2020-12-14
105917,58,13,129,10,1,2020-12-15
161917,323,23,129,37,2,2020-12-15
613771,417,82,603,115,3,2020-12-15
433407,624,114,576,43,4,2020-12-15
200068,174,27,94,18,5,2020-12-15
359589,509,97,458,58,6,2020-12-15
433595,214,60,81,15,7,2020-12-15
196605,108,18,342,23,8,2020-12-15
941240,524,139,1911,184,9,2020-12-15
3446109,2951,573,4323,503,10,2020-12-15
107108,60,12,124,11,1,2020-12-16
162900,298,29,154,31,2,2020-12-16
617321,397,82,623,114,3,2020-12-16
435420,607,114,593,43,4,2020-12-16
201590,168,25,100,20,5,2020-12-16
364050,511,88,467,66,6,2020-12-16
435890,213,54,82,15,7,2020-12-16
198544,102,17,347,24,8,2020-12-16
952033,506,127,1731,184,9,2020-12-16
3474856,2862,548,4221,508,10,2020-12-16
107601,65,8,119,15,1,2020-12-17
163703,264,22,188,38,2,2020-12-17
623657,351,82,669,111,3,2020-12-17
437830,575,108,625,49,4,2020-12-17
202940,168,28,101,17,5,2020-12-17
365910,495,83,479,72,6,2020-12-17
437978,195,55,92,13,7,2020-12-17
200388,104,19,347,23,8,2020-12-17
963065,473,125,1669,174,9,2020-12-17
3503072,2690,530,4289,512,10,2020-12-17
108235,62,8,121,16,1,2020-12-18
165592,252,19,200,41,2,2020-12-18
631051,344,74,676,111,3,2020-12-18
439764,554,103,646,54,4,2020-12-18
204187,160,27,110,18,5,2020-12-18
368662,455,76,522,78,6,2020-12-18
439776,184,51,93,16,7,2020-12-18
202797,97,18,353,30,8,2020-12-18
974422,470,119,1704,177,9,2020-12-18
3534486,2578,495,4425,541,10,2020-12-18
108612,70,8,119,15,1,2020-12-19
166218,247,15,205,45,2,2020-12-19
639563,340,65,680,102,3,2020-12-19
441828,530,100,670,57,4,2020-12-19
205286,143,30,125,15,5,2020-12-19
371778,436,78,541,76,6,2020-12-19
441800,192,50,104,16,7,2020-12-19
205408,70,18,362,28,8,2020-12-19
987793,447,125,1888,185,9,2020-12-19
3568286,2475,489,4694,539,10,2020-12-19
108793,62,8,125,14,1,2020-12-20
166640,245,13,207,47,2,2020-12-20
646063,330,64,690,106,3,2020-12-20
443093,554,95,646,62,4,2020-12-20
205955,137,30,118,15,5,2020-12-20
373172,409,81,570,74,6,2020-12-20
442910,166,51,118,18,7,2020-12-20
208112,67,17,365,32,8,2020-12-20
998538,442,116,2080,185,9,2020-12-20
3593276,2412,475,4919,553,10,2020-12-20
109198,53,9,135,15,1,2020-12-21
167107,240,16,212,44,2,2020-12-21
652173,328,69,692,132,3,2020-12-21
444317,556,93,634,64,4,2020-12-21
206529,133,30,122,15,5,2020-12-21
374006,418,79,561,74,6,2020-12-21
443879,165,49,125,20,7,2020-12-21
209439,70,16,362,31,8,2020-12-21
1007585,430,117,2010,185,9,2020-12-21
3614233,2393,478,4853,580,10,2020-12-21
110218,54,9,134,16,1,2020-12-22
167788,206,15,246,45,2,2020-12-22
654618,364,67,656,134,3,2020-12-22
446485,554,95,646,62,4,2020-12-22
207888,133,30,113,15,5,2020-12-22
377261,434,84,543,71,6,2020-12-22
445765,171,51,116,19,7,2020-12-22
210559,70,16,366,30,8,2020-12-22
1023114,449,120,1938,194,9,2020-12-22
3643696,2435,487,4758,586,10,2020-12-22
110392,49,8,137,16,1,2020-12-23
168568,176,13,276,47,2,2020-12-23
657388,359,60,661,122,3,2020-12-23
448758,543,96,657,31,4,2020-12-23
209310,131,30,117,15,5,2020-12-23
380075,409,90,568,64,6,2020-12-23
448003,133,48,143,22,7,2020-12-23
214278,66,16,143,25,8,2020-12-23
1045364,437,111,2087,204,9,2020-12-23
3682136,2303,472,4789,546,10,2020-12-23
110907,45,10,139,18,1,2020-12-24
169184,163,13,289,47,2,2020-12-24
663988,353,61,667,113,3,2020-12-24
451056,521,81,679,46,4,2020-12-24
210915,119,32,102,8,5,2020-12-24
382568,390,85,588,68,6,2020-12-24
450504,133,42,145,25,7,2020-12-24
218317,62,15,150,25,8,2020-12-24
1053848,417,106,2409,219,9,2020-12-24
3711287,2203,445,5168,569,10,2020-12-24
111372,32,10,145,17,1,2020-12-25
169264,152,13,300,47,2,2020-12-25
669959,343,55,677,134,3,2020-12-25
452223,491,82,709,45,4,2020-12-25
211478,125,28,102,12,5,2020-12-25
384322,342,78,636,76,6,2020-12-25
451535,110,44,163,23,7,2020-12-25
224427,55,13,155,28,8,2020-12-25
1058323,395,86,2723,221,9,2020-12-25
3732903,2045,409,5610,603,10,2020-12-25
111720,30,8,151,20,1,2020-12-26
169518,160,13,292,47,2,2020-12-26
677976,336,55,684,154,3,2020-12-26
453200,497,83,703,44,4,2020-12-26
212125,125,31,106,9,5,2020-12-26
384707,327,79,651,75,6,2020-12-26
452006,110,43,163,23,7,2020-12-26
226736,50,12,156,28,8,2020-12-26
1059340,389,107,2659,237,9,2020-12-26
3747328,2024,431,5565,637,10,2020-12-26
112127,30,8,153,19,1,2020-12-27
169672,155,14,297,46,2,2020-12-27
682026,321,51,699,153,3,2020-12-27
454084,525,75,675,52,4,2020-12-27
212779,129,28,103,17,5,2020-12-27
385368,330,78,650,73,6,2020-12-27
452970,109,43,164,23,7,2020-12-27
227623,49,12,156,27,8,2020-12-27
1060588,395,105,2532,225,9,2020-12-27
