TestGesamt,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Time
3631722,273,89,747,80,3,2021-03-05
2368282,96,24,304,54,4,2021-03-05
914767,68,13,121,36,5,2021-03-05
1929023,176,36,358,65,6,2021-03-05
1587729,64,23,181,31,7,2021-03-05
882629,23,4,120,60,8,2021-03-05
3421978,285,107,1830,159,9,2021-03-05
16123615,1114,325,3960,520,10,2021-03-05
692887,46,13,88,11,1,2021-03-06
711306,81,15,215,26,2,2021-03-06
3693241,281,87,739,79,3,2021-03-06
2407310,112,23,288,55,4,2021-03-06
931315,71,11,118,38,5,2021-03-06
1966099,180,34,368,65,6,2021-03-06
1604167,60,22,183,36,7,2021-03-06
896689,22,4,122,61,8,2021-03-06
3471274,285,107,2162,175,9,2021-03-06
16374288,1138,316,4283,546,10,2021-03-06
694733,54,12,85,13,1,2021-03-07
711909,82,16,215,25,2,2021-03-07
3738592,271,84,749,96,3,2021-03-07
2428659,115,21,285,57,4,2021-03-07
939879,76,14,115,35,5,2021-03-07
1993544,185,36,365,63,6,2021-03-07
1619308,64,21,179,37,7,2021-03-07
904537,23,4,119,65,8,2021-03-07
3501971,285,109,2118,174,9,2021-03-07
16533132,1155,317,4230,565,10,2021-03-07
705722,60,11,84,8,1,2021-03-08
713785,80,17,219,26,2,2021-03-08
3765805,280,85,740,98,3,2021-03-08
2452634,124,24,276,54,4,2021-03-08
947009,79,14,130,35,5,2021-03-08
1996501,204,38,330,61,6,2021-03-08
1633325,71,22,173,37,7,2021-03-08
911122,24,4,118,65,8,2021-03-08
3529309,304,118,2027,163,9,2021-03-08
16655212,1226,333,4097,547,10,2021-03-08
716398,61,10,80,9,1,2021-03-09
763750,84,15,192,28,2,2021-03-09
3824765,312,82,708,86,3,2021-03-09
2517626,120,26,280,52,4,2021-03-09
982741,90,13,136,36,5,2021-03-09
2066437,212,34,307,65,6,2021-03-09
1645194,68,19,177,38,7,2021-03-09
926254,21,4,121,65,8,2021-03-09
3607954,319,126,1874,156,9,2021-03-09
17051119,1287,329,3875,535,10,2021-03-09
725692,64,12,75,7,1,2021-03-10
780153,81,15,196,29,2,2021-03-10
3885068,304,75,716,81,3,2021-03-10
2560979,127,25,273,53,4,2021-03-10
1001876,87,13,139,36,5,2021-03-10
2117895,207,39,311,58,6,2021-03-10
1656543,65,21,176,35,7,2021-03-10
940650,15,4,127,65,8,2021-03-10
3660447,323,120,1778,158,9,2021-03-10
17329303,1273,324,3791,522,10,2021-03-10
735955,58,15,79,5,1,2021-03-11
780828,76,15,201,28,2,2021-03-11
3930268,313,76,707,95,3,2021-03-11
2617695,124,28,276,50,4,2021-03-11
1023271,83,17,124,32,5,2021-03-11
2145853,191,42,327,56,6,2021-03-11
1669705,68,24,172,32,7,2021-03-11
953849,13,4,129,62,8,2021-03-11
3691533,316,121,1831,155,9,2021-03-11
17548957,1242,342,3846,515,10,2021-03-11
745729,59,15,83,5,1,2021-03-12
782016,75,17,202,26,2,2021-03-12
4004202,317,79,703,86,3,2021-03-12
2658827,131,30,269,48,4,2021-03-12
1042456,81,18,126,31,5,2021-03-12
2174570,197,38,321,58,6,2021-03-12
1762040,72,25,170,33,7,2021-03-12
968333,12,4,130,62,8,2021-03-12
3768674,325,120,1726,159,9,2021-03-12
17906847,1269,346,3730,508,10,2021-03-12
765111,59,15,76,5,1,2021-03-13
783011,74,16,202,26,2,2021-03-13
4079284,303,82,717,78,3,2021-03-13
2699892,138,34,262,44,4,2021-03-13
1065238,84,16,126,33,5,2021-03-13
2215308,195,36,322,59,6,2021-03-13
1780612,76,25,173,33,7,2021-03-13
982335,13,4,129,64,8,2021-03-13
3807817,343,128,1932,158,9,2021-03-13
18178608,1285,356,3939,500,10,2021-03-13
772126,56,16,80,7,1,2021-03-14
783426,80,16,202,26,2,2021-03-14
4130698,293,87,727,103,3,2021-03-14
2722516,149,35,251,43,4,2021-03-14
1075448,84,14,127,35,5,2021-03-14
2243171,213,33,321,66,6,2021-03-14
1794959,82,23,168,37,7,2021-03-14
990424,13,2,129,64,8,2021-03-14
3833275,352,126,2016,169,9,2021-03-14
18346043,1322,352,4021,550,10,2021-03-14
778154,61,18,78,8,1,2021-03-15
785396,85,16,192,26,2,2021-03-15
4167187,315,85,705,102,3,2021-03-15
2749652,167,41,233,37,4,2021-03-15
1077012,77,17,128,32,5,2021-03-15
2247450,223,36,312,64,6,2021-03-15
1811508,85,24,166,38,7,2021-03-15
998950,13,2,129,64,8,2021-03-15
3869837,380,134,1955,149,9,2021-03-15
18485146,1406,373,3898,520,10,2021-03-15
790271,54,18,82,6,1,2021-03-16
786786,88,17,193,24,2,2021-03-16
4239419,342,86,678,93,3,2021-03-16
2819376,171,43,229,35,4,2021-03-16
1102571,69,18,135,31,5,2021-03-16
2345419,225,45,293,52,6,2021-03-16
1826809,84,22,171,37,7,2021-03-16
1015789,10,3,132,63,8,2021-03-16
3914427,395,143,1768,151,9,2021-03-16
18840867,1438,395,3681,492,10,2021-03-16
799358,52,19,85,5,1,2021-03-17
870998,88,15,193,24,2,2021-03-17
4307909,341,89,679,88,3,2021-03-17
2851427,160,46,290,57,4,2021-03-17
1122193,71,14,136,35,5,2021-03-17
2396525,223,40,293,56,6,2021-03-17
1937323,82,26,173,35,7,2021-03-17
1033799,12,3,130,63,8,2021-03-17
3957995,420,144,1695,156,9,2021-03-17
19277527,1449,396,3674,519,10,2021-03-17
809593,52,18,85,6,1,2021-03-18
871799,84,16,193,27,2,2021-03-18
4377441,331,85,689,84,3,2021-03-18
2927953,164,46,286,57,4,2021-03-18
1142497,74,16,133,33,5,2021-03-18
2426106,235,42,281,55,6,2021-03-18
1953024,89,24,166,36,7,2021-03-18
1064740,13,4,129,63,8,2021-03-18
4002957,409,137,1685,147,9,2021-03-18
19576110,1451,388,3647,508,10,2021-03-18
823041,52,16,83,8,1,2021-03-19
872716,73,18,201,25,2,2021-03-19
4452446,337,82,683,77,3,2021-03-19
2958465,158,50,292,53,4,2021-03-19
1161332,76,20,131,29,5,2021-03-19
2459841,253,45,264,53,6,2021-03-19
1969077,92,23,173,35,7,2021-03-19
1098690,15,3,127,64,8,2021-03-19
4049950,406,143,1654,139,9,2021-03-19
19845558,1462,400,3608,483,10,2021-03-19
835606,49,15,83,9,1,2021-03-20
873766,73,18,201,25,2,2021-03-20
4526483,335,80,685,79,3,2021-03-20
2991505,164,52,286,51,4,2021-03-20
1184231,79,20,127,29,5,2021-03-20
2493346,246,45,272,53,6,2021-03-20
1986242,86,23,178,39,7,2021-03-20
1141970,16,2,126,64,8,2021-03-20
4090443,390,138,1882,155,9,2021-03-20
20123592,1438,393,3840,504,10,2021-03-20
842503,49,16,89,9,1,2021-03-21
874442,70,19,201,25,2,2021-03-21
4579366,327,80,693,90,3,2021-03-21
3014683,176,54,274,49,4,2021-03-21
1194163,85,21,122,28,5,2021-03-21
2519857,258,48,260,49,6,2021-03-21
1990374,87,24,176,39,7,2021-03-21
1182027,17,2,125,64,8,2021-03-21
4119141,426,152,1948,163,9,2021-03-21
20316556,1495,416,3888,516,10,2021-03-21
849033,51,16,86,9,1,2021-03-22
876391,74,19,199,25,2,2021-03-22
4617906,331,84,689,79,3,2021-03-22
3040358,193,57,257,46,4,2021-03-22
1195805,85,19,108,30,5,2021-03-22
2521739,276,51,241,47,6,2021-03-22
2019901,94,23,169,40,7,2021-03-22
1205686,17,2,125,64,8,2021-03-22
4149666,452,165,1900,153,9,2021-03-22
20476485,1573,436,3774,493,10,2021-03-22
861558,55,16,82,9,1,2021-03-23
929695,73,17,199,27,2,2021-03-23
4694800,343,85,677,68,3,2021-03-23
3088116,190,57,260,46,4,2021-03-23
1232030,97,18,110,31,5,2021-03-23
2572266,275,50,243,47,6,2021-03-23
2036946,95,25,158,40,7,2021-03-23
1234614,18,2,124,64,8,2021-03-23
4196267,468,168,1752,156,9,2021-03-23
20846292,1614,438,3605,488,10,2021-03-23
872896,58,18,77,7,1,2021-03-24
931134,75,16,196,27,2,2021-03-24
4767494,352,91,668,72,3,2021-03-24
3129752,209,54,241,49,4,2021-03-24
1252911,98,21,105,28,5,2021-03-24
2625970,269,48,248,48,6,2021-03-24
2053643,92,25,167,38,7,2021-03-24
1273158,19,1,123,64,8,2021-03-24
4240176,463,176,1670,148,9,2021-03-24
21147134,1635,450,3495,481,10,2021-03-24
884164,68,19,71,6,1,2021-03-25
932192,77,17,194,26,2,2021-03-25
4855242,355,94,665,71,3,2021-03-25
3184428,211,56,239,47,4,2021-03-25
1274885,95,22,112,27,5,2021-03-25
2657562,261,54,256,43,6,2021-03-25
2178261,109,25,153,36,7,2021-03-25
1313899,21,1,121,64,8,2021-03-25
4284829,444,167,1594,148,9,2021-03-25
21565462,1641,455,3405,468,10,2021-03-25
899869,74,20,62,7,1,2021-03-26
933153,73,15,197,29,2,2021-03-26
4935497,357,99,663,70,3,2021-03-26
3218056,221,64,229,39,4,2021-03-26
1295737,96,24,117,25,5,2021-03-26
2663502,256,58,261,39,6,2021-03-26
2194887,112,25,172,38,7,2021-03-26
1337430,21,1,122,64,8,2021-03-26
4572963,483,165,1641,146,9,2021-03-26
22051094,1693,471,3464,457,10,2021-03-26
917549,71,25,122,2,1,2021-03-27
934164,62,17,197,27,2,2021-03-27
5025191,343,105,677,57,3,2021-03-27
3252545,213,67,337,64,4,2021-03-27
1320211,94,23,113,28,5,2021-03-27
2698663,258,54,261,44,6,2021-03-27
2211937,116,29,175,30,7,2021-03-27
1196919,21,1,122,64,8,2021-03-27
4637257,473,187,1825,141,9,2021-03-27
22194436,1651,508,3829,457,10,2021-03-27
927611,75,24,112,3,1,2021-03-28
934873,67,17,197,27,2,2021-03-28
5086477,325,110,695,74,3,2021-03-28
3276807,218,69,332,62,4,2021-03-28
1331590,95,23,112,28,5,2021-03-28
2755439,255,55,268,43,6,2021-03-28
2229212,118,28,176,34,7,2021-03-28
1218096,24,1,117,64,8,2021-03-28
4695367,459,191,318,173,9,2021-03-28
22455472,1636,518,2327,508,10,2021-03-28
934721,70,21,124,6,1,2021-03-29
936879,67,18,199,26,2,2021-03-29
5124040,340,113,680,68,3,2021-03-29
3301345,232,69,318,62,4,2021-03-29
1333746,97,24,112,27,5,2021-03-29
2758920,264,59,258,41,6,2021-03-29
2247085,129,28,165,31,7,2021-03-29
1231825,26,1,116,65,8,2021-03-29
4741699,485,204,292,160,9,2021-03-29
22610260,1710,537,2264,486,10,2021-03-29
949104,64,19,128,10,1,2021-03-30
972454,68,18,199,26,2,2021-03-30
5245241,358,116,662,67,3,2021-03-30
3330249,247,72,303,59,4,2021-03-30
1368198,99,23,120,29,5,2021-03-30
2805617,260,56,265,44,6,2021-03-30
2357712,130,26,164,34,7,2021-03-30
1260864,22,2,120,65,8,2021-03-30
4803867,522,206,255,158,9,2021-03-30
23093306,1770,538,2216,492,10,2021-03-30
961060,65,17,131,18,1,2021-03-31
990186,66,13,199,28,2,2021-03-31
5335669,360,121,660,80,3,2021-03-31
3367362,251,71,299,60,4,2021-03-31
1388828,98,19,121,33,5,2021-03-31
2862543,270,54,257,45,6,2021-03-31
2376380,124,25,169,35,7,2021-03-31
1287471,20,3,122,64,8,2021-03-31
4882022,533,208,244,156,9,2021-03-31
23451521,1787,531,2202,519,10,2021-03-31
974111,59,18,160,17,1,2021-04-01
1020563,75,10,191,30,2,2021-04-01
5413536,353,118,667,88,3,2021-04-01
3419985,256,70,294,61,4,2021-04-01
1410452,97,19,122,33,5,2021-04-01
2894660,272,54,258,45,6,2021-04-01
2395114,126,27,144,36,7,2021-04-01
1316236,19,3,123,64,8,2021-04-01
4960583,508,215,269,149,9,2021-04-01
23805240,1765,534,2228,523,10,2021-04-01
982101,61,20,159,15,1,2021-04-02
1021313,71,11,191,29,2,2021-04-02
5481795,347,118,673,85,3,2021-04-02
3453475,255,68,295,63,4,2021-04-02
1432749,94,20,125,32,5,2021-04-02
2934598,277,53,256,46,6,2021-04-02
2413237,116,30,153,31,7,2021-04-02
1341643,23,1,117,66,8,2021-04-02
5025512,509,216,268,148,9,2021-04-02
24086423,1753,537,2237,515,10,2021-04-02
1002217,55,20,124,15,1,2021-04-03
1022572,69,14,193,26,2,2021-04-03
5559735,317,121,703,95,3,2021-04-03
3492403,233,68,317,63,4,2021-04-03
1461084,90,20,129,32,5,2021-04-03
2974104,256,55,274,43,6,2021-04-03
2432393,119,28,150,33,7,2021-04-03
1377060,25,1,114,66,8,2021-04-03
5081347,491,206,286,158,9,2021-04-03
24402915,1655,533,2290,531,10,2021-04-03
1008849,61,21,121,14,1,2021-04-04
1023272,69,13,193,27,2,2021-04-04
5627205,332,121,688,92,3,2021-04-04
3528840,225,71,325,60,4,2021-04-04
1475805,85,20,134,32,5,2021-04-04
2994313,266,60,274,38,6,2021-04-04
2452467,120,30,144,31,7,2021-04-04
1404146,25,3,114,64,8,2021-04-04
5132574,488,223,289,141,9,2021-04-04
24647471,1671,562,2282,499,10,2021-04-04
1013451,62,21,119,14,1,2021-04-05
1023928,77,13,184,28,2,2021-04-05
5667003,347,123,673,85,3,2021-04-05
3554759,245,70,305,61,4,2021-04-05
1477274,91,22,128,30,5,2021-04-05
2995783,281,61,258,38,6,2021-04-05
2470439,121,33,144,29,7,2021-04-05
1407607,25,3,117,64,8,2021-04-05
5169561,522,224,255,140,9,2021-04-05
24779805,1771,570,2183,489,10,2021-04-05
1022796,71,20,136,15,1,2021-04-06
1024436,82,13,179,28,2,2021-04-06
5724746,361,120,659,97,3,2021-04-06
3596428,255,73,295,58,4,2021-04-06
1488972,94,23,125,29,5,2021-04-06
3020536,291,65,248,35,6,2021-04-06
2491656,121,30,149,32,7,2021-04-06
1426164,29,6,114,62,8,2021-04-06
5203615,550,233,227,131,9,2021-04-06
24999349,1854,583,2132,487,10,2021-04-06
1033403,68,25,132,10,1,2021-04-07
1038815,75,17,186,25,2,2021-04-07
5801219,394,126,626,88,3,2021-04-07
3656302,259,72,291,59,4,2021-04-07
1530422,90,22,129,30,5,2021-04-07
3091240,299,63,240,38,6,2021-04-07
2650259,126,30,153,32,7,2021-04-07
1458976,25,7,117,62,8,2021-04-07
5255361,541,221,236,143,9,2021-04-07
25515997,1877,583,2110,487,10,2021-04-07
1047236,66,26,132,9,1,2021-04-08
1072569,73,15,189,27,2,2021-04-08
5879319,377,123,643,75,3,2021-04-08
3723290,246,70,304,61,4,2021-04-08
1552358,87,22,133,30,5,2021-04-08
3125254,284,62,254,39,6,2021-04-08
2665899,114,31,163,29,7,2021-04-08
1482416,26,7,116,62,8,2021-04-08
5320157,534,223,243,141,9,2021-04-08
25868498,1807,579,2177,473,10,2021-04-08
1056992,69,24,135,11,1,2021-04-09
1073542,78,16,185,27,2,2021-04-09
5950688,371,121,649,89,3,2021-04-09
3777942,253,67,297,64,4,2021-04-09
1574675,80,25,139,27,5,2021-04-09
3155878,278,60,257,41,6,2021-04-09
2680352,112,34,160,27,7,2021-04-09
1506813,25,9,117,62,8,2021-04-09
5384956,536,226,241,138,9,2021-04-09
26161838,1802,582,2180,486,10,2021-04-09
1074010,58,23,115,12,1,2021-04-10
1074447,78,14,185,27,2,2021-04-10
6031253,370,120,650,86,3,2021-04-10
3815087,236,66,314,65,4,2021-04-10
1599158,85,25,135,27,5,2021-04-10
3192321,254,58,281,44,6,2021-04-10
2696118,103,35,161,37,7,2021-04-10
1541976,26,8,116,62,8,2021-04-10
5453864,524,235,253,129,9,2021-04-10
26478234,1734,584,2210,489,10,2021-04-10
1080084,65,22,114,13,1,2021-04-11
1075064,80,14,183,27,2,2021-04-11
6091597,359,125,661,82,3,2021-04-11
3838614,231,68,319,63,4,2021-04-11
1609352,80,25,139,27,5,2021-04-11
3218761,252,59,283,44,6,2021-04-11
2710948,105,32,173,32,7,2021-04-11
1561244,24,11,117,62,8,2021-04-11
5493411,509,243,268,121,9,2021-04-11
26679075,1705,599,2257,471,10,2021-04-11
1088980,64,21,113,14,1,2021-04-12
1075839,79,13,184,27,2,2021-04-12
6150105,360,132,660,82,3,2021-04-12
3867780,249,73,301,58,4,2021-04-12
1610352,83,27,136,25,5,2021-04-12
3219891,299,61,236,41,6,2021-04-12
2730185,104,33,158,29,7,2021-04-12
1570346,28,10,114,62,8,2021-04-12
5535105,533,245,244,119,9,2021-04-12
26848583,1799,615,2146,457,10,2021-04-12
1103951,58,27,117,8,1,2021-04-13
1078270,70,13,193,28,2,2021-04-13
6231831,364,132,656,68,3,2021-04-13
3919154,224,74,326,57,4,2021-04-13
1643547,75,25,144,27,5,2021-04-13
3268387,281,56,258,45,6,2021-04-13
2745213,100,31,162,32,7,2021-04-13
1595090,29,9,113,62,8,2021-04-13
5612418,551,229,226,135,9,2021-04-13
27197861,1752,596,2195,462,10,2021-04-13
1114375,51,28,123,7,1,2021-04-14
1133191,71,14,192,27,2,2021-04-14
6293966,333,127,687,72,3,2021-04-14
3956051,227,70,323,61,4,2021-04-14
1661810,74,23,145,27,5,2021-04-14
3323246,276,57,263,43,6,2021-04-14
2915780,96,36,165,25,7,2021-04-14
1615633,24,11,118,62,8,2021-04-14
5689086,535,223,242,141,9,2021-04-14
27703138,1687,589,2258,465,10,2021-04-14
1124722,51,26,122,9,1,2021-04-15
1134988,74,15,190,26,2,2021-04-15
6372472,326,123,694,71,3,2021-04-15
4017569,208,64,342,67,4,2021-04-15
1680364,71,20,148,31,5,2021-04-15
3350944,240,55,297,44,6,2021-04-15
2930215,96,37,163,26,7,2021-04-15
1638246,23,10,119,62,8,2021-04-15
5762561,497,221,280,143,9,2021-04-15
28012081,1586,571,2355,479,10,2021-04-15
1137008,43,26,136,9,1,2021-04-16
1136054,69,15,198,27,2,2021-04-16
6442862,316,126,704,71,3,2021-04-16
4048640,201,64,349,67,4,2021-04-16
1698584,70,20,132,31,5,2021-04-16
3378556,234,56,316,43,6,2021-04-16
2944140,97,38,165,27,7,2021-04-16
1661149,20,9,122,62,8,2021-04-16
5851627,500,206,277,158,9,2021-04-16
28298620,1550,560,2399,495,10,2021-04-16
1154895,37,26,137,9,1,2021-04-17
1137011,68,15,197,27,2,2021-04-17
6520787,305,124,715,77,3,2021-04-17
4084120,196,66,354,65,4,2021-04-17
1720004,69,22,98,29,5,2021-04-17
3416045,228,57,323,44,6,2021-04-17
2959494,87,36,171,25,7,2021-04-17
1696208,18,9,124,62,8,2021-04-17
5927405,499,194,278,170,9,2021-04-17
28615969,1507,549,2397,508,10,2021-04-17
1163700,38,25,141,10,1,2021-04-18
1137889,69,12,198,30,2,2021-04-18
6575467,296,123,724,96,3,2021-04-18
4105264,204,67,346,64,4,2021-04-18
1730191,75,24,92,27,5,2021-04-18
3441078,233,55,311,47,6,2021-04-18
2972051,85,37,176,25,7,2021-04-18
1714868,19,9,123,62,8,2021-04-18
5983389,456,194,321,170,9,2021-04-18
28823897,1475,546,2432,531,10,2021-04-18
1171788,41,26,138,9,1,2021-04-19
1138933,65,17,201,27,2,2021-04-19
6650205,324,117,696,93,3,2021-04-19
4134116,210,70,340,61,4,2021-04-19
1731233,73,23,129,28,5,2021-04-19
3442908,252,51,276,51,6,2021-04-19
2988916,89,39,170,26,7,2021-04-19
1723374,23,10,119,62,8,2021-04-19
6033077,477,215,300,149,9,2021-04-19
29014550,1554,568,2369,506,10,2021-04-19
1189714,43,24,137,11,1,2021-04-20
1139991,59,18,205,26,2,2021-04-20
6730991,318,118,702,85,3,2021-04-20
4185277,198,67,352,64,4,2021-04-20
1761166,74,22,128,28,5,2021-04-20
3479116,238,51,295,49,6,2021-04-20
3003253,84,38,179,27,7,2021-04-20
1749147,26,12,116,62,8,2021-04-20
6096511,491,211,286,153,9,2021-04-20
29335166,1531,561,2400,505,10,2021-04-20
1202809,37,25,137,10,1,2021-04-21
1202792,60,19,204,24,2,2021-04-21
6790389,302,116,718,69,3,2021-04-21
4240167,186,64,364,67,4,2021-04-21
1518728,68,19,134,32,5,2021-04-21
3564343,226,48,304,51,6,2021-04-21
3129479,73,37,160,27,7,2021-04-21
1773612,22,14,120,62,8,2021-04-21
6175290,443,209,334,155,9,2021-04-21
29597609,1417,551,2475,497,10,2021-04-21
1214446,37,25,141,10,1,2021-04-22
1204349,56,19,207,23,2,2021-04-22
6876060,284,113,736,72,3,2021-04-22
4293292,197,61,353,70,4,2021-04-22
1532902,65,19,137,32,5,2021-04-22
3598517,214,45,311,54,6,2021-04-22
3142482,74,34,162,31,7,2021-04-22
1798832,27,11,115,55,8,2021-04-22
6244690,449,194,328,170,9,2021-04-22
29905570,1403,521,2490,517,10,2021-04-22
1231480,34,26,144,9,1,2021-04-23
1205413,49,17,214,26,2,2021-04-23
6935793,275,114,745,79,3,2021-04-23
4327249,177,62,373,69,4,2021-04-23
1546930,61,20,141,32,5,2021-04-23
3631516,231,45,299,54,6,2021-04-23
3156998,72,33,175,32,7,2021-04-23
1825998,30,10,112,55,8,2021-04-23
6325084,427,191,350,173,9,2021-04-23
30186461,1356,518,2553,529,10,2021-04-23
1248424,34,26,132,9,1,2021-04-24
1206460,45,18,218,25,2,2021-04-24
7012894,259,111,761,90,3,2021-04-24
4361230,163,64,387,67,4,2021-04-24
1564143,52,20,126,32,5,2021-04-24
3668920,215,45,316,55,6,2021-04-24
3172521,68,34,183,29,7,2021-04-24
1862837,28,8,114,57,8,2021-04-24
6391625,445,182,332,182,9,2021-04-24
30489054,1309,508,2569,546,10,2021-04-24
1254623,33,25,130,10,1,2021-04-25
1207518,56,19,207,25,2,2021-04-25
7058283,246,111,774,92,3,2021-04-25
4381457,167,65,383,66,4,2021-04-25
1572482,56,17,146,35,5,2021-04-25
3693524,223,49,308,51,6,2021-04-25
3184728,72,33,181,32,7,2021-04-25
1883502,28,7,115,58,8,2021-04-25
6452495,398,195,379,169,9,2021-04-25
30688612,1279,521,2623,538,10,2021-04-25
1263842,38,24,125,11,1,2021-04-26
1208264,62,20,202,24,2,2021-04-26
7094047,246,115,774,94,3,2021-04-26
4409268,179,67,371,64,4,2021-04-26
1573674,58,19,144,33,5,2021-04-26
3695653,239,52,293,51,6,2021-04-26
3201879,74,32,174,33,7,2021-04-26
1895824,29,8,113,58,8,2021-04-26
6493900,408,183,369,181,9,2021-04-26
30836351,1333,520,2565,549,10,2021-04-26
1276822,39,21,127,14,1,2021-04-27
1208866,52,22,212,22,2,2021-04-27
7154029,265,110,755,72,3,2021-04-27
4459169,179,67,371,64,4,2021-04-27
1600367,60,19,142,34,5,2021-04-27
3750005,249,55,282,47,6,2021-04-27
3328477,76,33,168,32,7,2021-04-27
1924083,29,8,113,59,8,2021-04-27
6561234,443,186,334,178,9,2021-04-27
31263052,1392,521,2504,522,10,2021-04-27
1291681,40,21,150,14,1,2021-04-28
1161128,42,16,221,25,2,2021-04-28
7208320,241,107,779,78,3,2021-04-28
4389973,162,64,388,67,4,2021-04-28
1613703,63,21,139,31,5,2021-04-28
3708703,239,57,293,46,6,2021-04-28
3340308,71,32,170,31,7,2021-04-28
1950206,28,8,115,59,8,2021-04-28
6653687,384,193,393,171,9,2021-04-28
31317709,1270,519,2648,522,10,2021-04-28
1300878,33,19,137,16,1,2021-04-29
1164016,47,13,218,27,2,2021-04-29
7268736,226,102,794,83,3,2021-04-29
4444219,153,62,397,69,4,2021-04-29
1628525,70,19,132,33,5,2021-04-29
3742240,248,54,284,48,6,2021-04-29
3361451,72,30,176,32,7,2021-04-29
1976810,27,9,116,57,8,2021-04-29
6702849,357,181,420,183,9,2021-04-29
31589724,1233,489,2674,548,10,2021-04-29
1316161,29,18,145,17,1,2021-04-30
1166943,45,20,221,41,2,2021-04-30
7308464,211,102,809,85,3,2021-04-30
4477521,143,63,407,68,4,2021-04-30
1645400,69,22,139,30,5,2021-04-30
3778686,231,50,301,51,6,2021-04-30
3374877,75,29,166,32,7,2021-04-30
2004875,27,10,115,56,8,2021-04-30
6819977,324,192,453,172,9,2021-04-30
31892904,1154,506,2756,552,10,2021-04-30
1339910,22,18,153,17,1,2021-05-01
1197118,42,8,224,53,2,2021-05-01
7373844,199,95,821,88,3,2021-05-01
4510075,147,62,403,69,4,2021-05-01
1665986,62,19,141,33,5,2021-05-01
3817717,210,53,322,48,6,2021-05-01
3388931,71,27,172,29,7,2021-05-01
2043302,27,10,115,56,8,2021-05-01
6891523,301,190,476,174,9,2021-05-01
32228406,1081,482,2827,567,10,2021-05-01
1345076,28,19,151,12,1,2021-05-02
1197990,49,8,217,53,2,2021-05-02
7405558,195,93,825,97,3,2021-05-02
4525493,149,64,401,67,4,2021-05-02
1676569,59,19,141,33,5,2021-05-02
3831785,206,52,328,49,6,2021-05-02
3400214,69,27,172,27,7,2021-05-02
2063720,33,10,109,58,8,2021-05-02
6937569,299,184,478,180,9,2021-05-02
32383974,1087,476,2822,576,10,2021-05-02
1352004,28,19,151,12,1,2021-05-03
1198413,49,19,216,42,2,2021-05-03
7446666,206,93,814,101,3,2021-05-03
4553813,156,63,394,68,4,2021-05-03
1678692,57,20,145,32,5,2021-05-03
3834070,219,51,315,53,6,2021-05-03
3418004,71,27,167,30,7,2021-05-03
2076646,42,10,100,58,8,2021-05-03
6937569,311,183,466,181,9,2021-05-03
32495877,1139,485,2768,577,10,2021-05-03
1369564,23,17,153,18,1,2021-05-04
1199456,49,19,218,42,2,2021-05-04
7496161,221,88,799,83,3,2021-05-04
4617613,155,60,395,71,4,2021-05-04
1710527,58,19,144,33,5,2021-05-04
3890389,219,49,310,53,6,2021-05-04
3430976,72,26,168,25,7,2021-05-04
2105596,51,8,91,59,8,2021-05-04
7075011,307,177,470,187,9,2021-05-04
32895293,1155,463,2748,571,10,2021-05-04
1381715,21,17,155,18,1,2021-05-05
1224469,46,8,219,44,2,2021-05-05
7562753,204,86,816,65,3,2021-05-05
4652977,154,61,396,70,4,2021-05-05
1725579,52,20,150,32,5,2021-05-05
3943277,221,43,309,58,6,2021-05-05
3444450,72,24,159,27,7,2021-05-05
2131720,48,8,94,59,8,2021-05-05
7175992,289,173,488,191,9,2021-05-05
33242932,1107,440,2786,564,10,2021-05-05
1393362,19,17,158,18,1,2021-05-06
1225046,42,10,223,42,2,2021-05-06
7634765,192,79,828,75,3,2021-05-06
4706863,135,63,415,68,4,2021-05-06
1743147,53,17,149,33,5,2021-05-06
3978238,202,44,325,58,6,2021-05-06
3585669,63,23,173,28,7,2021-05-06
2158163,42,9,100,58,8,2021-05-06
7277006,269,169,508,195,9,2021-05-06
33702259,1017,431,2879,575,10,2021-05-06
1406623,17,17,162,18,1,2021-05-07
1225824,36,10,229,43,2,2021-05-07
7695901,172,82,848,74,3,2021-05-07
4739112,128,65,422,66,4,2021-05-07
1757951,55,18,147,34,5,2021-05-07
4011351,187,43,342,57,6,2021-05-07
3601073,60,28,184,25,7,2021-05-07
2185984,40,9,102,59,8,2021-05-07
7366369,264,150,513,214,9,2021-05-07
33990188,959,422,2949,590,10,2021-05-07
1424333,14,16,166,19,1,2021-05-08
1226748,39,9,229,43,2,2021-05-08
7760621,167,81,853,88,3,2021-05-08
4773735,112,61,438,70,4,2021-05-08
1779423,50,18,152,34,5,2021-05-08
4051628,172,42,357,58,6,2021-05-08
3613854,55,27,174,24,7,2021-05-08
2226116,33,8,109,62,8,2021-05-08
7443504,244,144,533,220,9,2021-05-08
34299962,886,406,3011,618,10,2021-05-08
1431182,13,16,166,19,1,2021-05-09
1227262,40,9,228,43,2,2021-05-09
7804041,154,74,866,87,3,2021-05-09
4794344,110,63,440,68,4,2021-05-09
1790871,48,16,154,36,5,2021-05-09
4076337,180,42,349,58,6,2021-05-09
3623459,54,29,169,27,7,2021-05-09
2250566,31,9,113,62,8,2021-05-09
7506115,235,151,542,213,9,2021-05-09
34504177,865,409,3027,613,10,2021-05-09
1439691,13,16,165,18,1,2021-05-10
1227666,33,10,231,44,2,2021-05-10
